specObjID,bestobjid,oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,elliptical,spiral,other,u,g,r,i,z,petroRadErr_r
478561093208270848,587724232642986191,269.0015,57.10336,162.3577,179.5005,0.768999993801117,0.156999997794628,0.0740000009536743,19.40293,18.12109,17.42004,17.0382,16.75841,0.1152075
478561093208270848,587724232642986191,269.0015,57.10336,162.3577,179.5005,0.768999993801117,0.156999997794628,0.0740000009536743,19.40293,18.12109,17.42004,17.0382,16.75841,0.1152075
478561093443151872,587724232642986191,289.9733,52.89393,171.8058,189.4744,0.768999993801117,0.156999997794628,0.0740000009536743,19.40293,18.12109,17.42004,17.0382,16.75841,0.1152075
478561093443151872,587724232642986191,289.9733,52.89393,171.8058,189.4744,0.768999993801117,0.156999997794628,0.0740000009536743,19.40293,18.12109,17.42004,17.0382,16.75841,0.1152075
478561093443151872,587724232642986191,289.9733,52.89393,171.8058,189.4744,0.768999993801117,0.156999997794628,0.0740000009536743,19.40293,18.12109,17.42004,17.0382,16.75841,0.1152075
478561093443151872,587724232642986191,289.9733,52.89393,171.8058,189.4744,0.768999993801117,0.156999997794628,0.0740000009536743,19.40293,18.12109,17.42004,17.0382,16.75841,0.1152075
497687097939879936,587725551198142664,13.11271,37.09074,127.1912,228.1384,0.602999985218048,0.353000000119209,0.0439999997615814,19.95249,18.44201,17.63935,17.17503,16.85359,0.1976321
497723106945689600,587725981224796329,11.65905,40.38799,145,219.0278,0.60699999332428,0.28600000590086,0.10700000077486,19.36882,17.9022,17.05113,16.57673,16.23226,0.1082717
497723106945689600,587725981224796329,11.65905,40.38799,145,219.0278,0.60699999332428,0.28600000590086,0.10700000077486,19.36882,17.9022,17.05113,16.57673,16.23226,0.1082717
510148688404834304,587725470674714825,746.4431,91.80482,223.3569,349.5205,0.676999986171722,0.258000008761883,0.0649999976158142,19.75993,18.29405,17.43949,16.99758,16.76003,0.1106024
510148688404834304,587725470674714825,746.4431,91.80482,223.3569,349.5205,0.676999986171722,0.258000008761883,0.0649999976158142,19.75993,18.29405,17.43949,16.99758,16.76003,0.1106024
510148688404834304,587725470674714825,746.4431,91.80482,223.3569,349.5205,0.676999986171722,0.258000008761883,0.0649999976158142,19.75993,18.29405,17.43949,16.99758,16.76003,0.1106024
512408184699250688,587724242836258907,98.67643,81.41869,202.7872,358.6144,0.781000018119812,0.125,0.0939999967813492,19.20067,17.98944,17.35953,16.97087,16.7999,0.06749848
519089092244301824,587724240694608065,27.69183,42.40825,136.4709,272.1929,0.384999990463257,0.577000021934509,0.0379999987781048,19.91992,18.3727,17.43209,16.89818,16.50244,0.4407751
525844491534362624,588848900965401007,90.65177,38.64125,162.5715,187.9584,0.375,0.599999995902181,0.025000000372529,19.04575,17.59157,16.79637,16.3687,16.06569,0.124327
528163911514482688,587727944027078984,390.1797,80.22017,242.4286,334.323,0.34400001168251,0.593000002205372,0.061999998986721,19.00379,17.49798,16.67595,16.2451,15.95881,0.3469839
